vx1ActNum,hteAcctNum,hteCustNum,hteLOCID
3022684,819993-23384,819993,23384
3022685,820093-16909,820093,16909
3022686,820143-24107,820143,24107
3022687,820203-34568,820203,34568
3022688,820263-26267,820263,26267
3022689,820293-27298,820293,27298
3022690,820313-42313,820313,42313
3022691,820363-37445,820363,37445
3022692,820393-10610,820393,10610
3022693,820443-14434,820443,14434
3022694,820483-2436,820483,2436
3022695,820513-36406,820513,36406
3022696,820563-23582,820563,23582
3022697,820603-14343,820603,14343
3022698,820663-6275,820663,6275
3022699,820713-22017,820713,22017
3022700,820773-20719,820773,20719
3022701,820813-45035,820813,45035
3022702,820853-37287,820853,37287
3022703,820913-28405,820913,28405
3022704,820953-42983,820953,42983
3022705,821013-13003,821013,13003
3022706,821073-6263,821073,6263
3022707,821113-2650,821113,2650
3022708,821143-26927,821143,26927
3022709,821193-26468,821193,26468
3022710,821243-3526,821243,3526
3022711,821303-7823,821303,7823
3022712,821343-38400,821343,38400
3022713,821393-14578,821393,14578
3022714,821433-11133,821433,11133
3022715,821503-3843,821503,3843
3022716,821553-41957,821553,41957
3022717,821603-40090,821603,40090
3022718,821663-18851,821663,18851
3022719,821703-17223,821703,17223
3022720,821743-11608,821743,11608
3022721,821793-38832,821793,38832
3022722,821833-34059,821833,34059
3022723,821893-28553,821893,28553
3022724,821943-21578,821943,21578
3022725,822003-26038,822003,26038
3022726,822033-40984,822033,40984
3022727,822083-3112,822083,3112
3022728,822223-43049,822223,43049
3022729,822253-43360,822253,43360
3022730,822333-22031,822333,22031
3022731,822383-28331,822383,28331
3022732,822423-9287,822423,9287
3022733,822453-41767,822453,41767
3022734,822503-31838,822503,31838
3022735,822553-25723,822553,25723
3022736,822603-40062,822603,40062
3022737,822643-1537,822643,1537
3022738,822663-33403,822663,33403
3022739,822713-23074,822713,23074
3022740,822763-17763,822763,17763
3022741,822773-25257,822773,25257
3022742,822803-7103,822803,7103
3022743,822833-9694,822833,9694
3022744,822883-13560,822883,13560
3022745,822933-38796,822933,38796
3022746,822973-8239,822973,8239
3022747,823063-11712,823063,11712
3022748,823083-41908,823083,41908
3022749,823113-39832,823113,39832
3022750,823183-21503,823183,21503
3022751,823213-18770,823213,18770
3022752,823273-37368,823273,37368
3022753,823323-25099,823323,25099
3022754,823403-16840,823403,16840
3022755,823463-3089,823463,3089
3022756,823493-33662,823493,33662
3022757,823543-41998,823543,41998
3022758,823603-2722,823603,2722
3022759,823633-37449,823633,37449
3022760,823683-42039,823683,42039
3022761,823723-12357,823723,12357
3022762,823733-22474,823733,22474
3022763,823793-295,823793,295
3022764,823833-13412,823833,13412
3022765,823893-13014,823893,13014
3022766,823923-17437,823923,17437
3022767,823983-38528,823983,38528
3022768,824063-370,824063,370
3022769,824123-945,824123,945
3022770,824173-30416,824173,30416
3022771,824173-9452,824173,9452
3022772,824193-39823,824193,39823
3022773,824243-9672,824243,9672
3022774,824283-26763,824283,26763
3022775,824363-14259,824363,14259
3022776,824413-17482,824413,17482
3022777,824493-36920,824493,36920
3022778,824503-16278,824503,16278
3022779,824593-40905,824593,40905
3022780,824623-39047,824623,39047
3022781,824673-24724,824673,24724
3022782,824723-40452,824723,40452
3022783,824773-37395,824773,37395
3022784,824793-2965,824793,2965
3022785,824803-26947,824803,26947
3022786,824853-7690,824853,7690
3022787,824913-20886,824913,20886
3022788,824973-4660,824973,4660
3022789,825033-17367,825033,17367
3022790,825063-8385,825063,8385
3022791,825123-3458,825123,3458
3022792,825163-20713,825163,20713
3022793,825223-10249,825223,10249
3022794,825283-39216,825283,39216
3022795,825333-812,825333,812
3022796,825383-17427,825383,17427
3022797,825403-21769,825403,21769
3022798,825443-38,825443,38
3022799,825493-3147,825493,3147
3022800,825553-1035,825553,1035
3022801,825593-2290,825593,2290
3022802,825663-22639,825663,22639
3022803,825723-23540,825723,23540
3022804,825773-3126,825773,3126
3022805,825793-23541,825793,23541
3022806,825853-10247,825853,10247
3022807,825933-41191,825933,41191
3022808,826003-41228,826003,41228
3022809,826043-12394,826043,12394
3022810,826083-39039,826083,39039
3022811,826143-23860,826143,23860
3022812,826173-7682,826173,7682
3022813,826223-18782,826223,18782
3022814,826293-6789,826293,6789
3022815,826343-42730,826343,42730
3022816,826443-737,826443,737
3022817,826503-11417,826503,11417
3022818,826543-7634,826543,7634
3022819,826593-21901,826593,21901
3022820,826653-17946,826653,17946
3022821,826683-9078,826683,9078
3022822,826763-7424,826763,7424
3022823,826853-27382,826853,27382
3022824,826903-9598,826903,9598
3022825,826963-9577,826963,9577
3022826,827053-35953,827053,35953
3022827,827113-3265,827113,3265
3022828,827153-4078,827153,4078
3022829,827213-21500,827213,21500
3022830,827253-39964,827253,39964
3022831,827303-18948,827303,18948
3022832,827343-22853,827343,22853
3022833,827413-24597,827413,24597
3022834,827473-867,827473,867
3022835,827533-7601,827533,7601
3022836,827573-30048,827573,30048
3022837,827623-18624,827623,18624
3022838,827693-39654,827693,39654
3022839,827723-115,827723,115
3022840,827763-10697,827763,10697
3022841,827763-28864,827763,28864
3022842,827763-29575,827763,29575
3022843,827763-43227,827763,43227
3022844,827803-16861,827803,16861
3022845,827893-40533,827893,40533
3022846,827963-11646,827963,11646
3022847,827983-18689,827983,18689
3022848,828023-39098,828023,39098
3022849,828113-15098,828113,15098
3022850,828173-16998,828173,16998
3022851,828233-40234,828233,40234
3022852,828243-13818,828243,13818
3022853,828243-35856,828243,35856
3022854,828293-43819,828293,43819
3022855,828313-8823,828313,8823
3022856,828393-6711,828393,6711
3022857,828453-38133,828453,38133
3022858,828513-6450,828513,6450
3022859,828603-16883,828603,16883
3022860,828633-7675,828633,7675
3022861,828683-17762,828683,17762
3022862,828723-27249,828723,27249
3022863,828773-18218,828773,18218
3022864,828813-13589,828813,13589
3022865,828853-25862,828853,25862
3022866,828923-16374,828923,16374
3022867,829003-19752,829003,19752
3022868,829023-28787,829023,28787
3022869,829043-38505,829043,38505
3022870,829103-43531,829103,43531
3022871,829153-26134,829153,26134
3022872,829193-42022,829193,42022
3022873,829243-8157,829243,8157
3022874,829283-15722,829283,15722
3022875,829343-2767,829343,2767
3022876,829403-10321,829403,10321
3022877,829433-37002,829433,37002
3022878,829483-8186,829483,8186
3022879,829543-27269,829543,27269
3022880,829553-42813,829553,42813
3022881,829553-49203,829553,49203
3022882,829553-49206,829553,49206
3022883,829553-49209,829553,49209
3022884,829553-49211,829553,49211
3022885,829553-49220,829553,49220
3022886,865193-23543,865193,23543
3022887,865263-6157,865263,6157
3022888,865313-13666,865313,13666
3022889,865333-51318,865333,51318
3022890,865363-25531,865363,25531
3022891,865383-7451,865383,7451
3022892,865393-16332,865393,16332
3022893,865433-617,865433,617
3022894,865463-43980,865463,43980
3022895,865513-15800,865513,15800
3022896,865563-24439,865563,24439
3022897,865603-43755,865603,43755
3022898,865633-24606,865633,24606
3022899,865683-23418,865683,23418
3022900,865733-30046,865733,30046
3022901,865783-1958,865783,1958
3022902,865813-27168,865813,27168
3022903,865853-7619,865853,7619
3022904,865893-26605,865893,26605
3022905,865933-7620,865933,7620
3022906,865973-13356,865973,13356
3022907,866033-13993,866033,13993
3022908,866083-9550,866083,9550
3022909,866123-878,866123,878
3022910,866163-43006,866163,43006
3022911,866223-19920,866223,19920
3022912,866293-5546,866293,5546
3022913,866323-31301,866323,31301
3022914,866383-14281,866383,14281
3022915,866403-5559,866403,5559
3022916,866443-26239,866443,26239
3022917,866503-16480,866503,16480
3022918,866543-13260,866543,13260
3022919,866573-34613,866573,34613
3022920,866623-5662,866623,5662
3022921,866673-19276,866673,19276
3022922,866723-43630,866723,43630
3022923,866753-12105,866753,12105
3022924,866803-17106,866803,17106
3022925,866843-34360,866843,34360
3022926,866883-43495,866883,43495
3022927,866923-30923,866923,30923
3022928,866973-3164,866973,3164
3022929,867053-26862,867053,26862
3022930,867103-42070,867103,42070
3022931,867153-21472,867153,21472
3022932,867203-13842,867203,13842
3022933,867243-30787,867243,30787
3022934,867283-20642,867283,20642
3022935,867323-34407,867323,34407
3022936,867373-8081,867373,8081
3022937,867433-10419,867433,10419
3022938,867463-32537,867463,32537
3022939,867523-25086,867523,25086
3022940,867573-2829,867573,2829
3022941,867603-9018,867603,9018
3022942,867633-13436,867633,13436
3022943,867633-18856,867633,18856
3022944,867633-25982,867633,25982
3022945,867643-24897,867643,24897
3022946,867693-14017,867693,14017
3022947,867723-42322,867723,42322
3022948,867773-43762,867773,43762
3022949,867823-8716,867823,8716
3022950,867853-35939,867853,35939
3022951,867853-37073,867853,37073
3022952,867893-10577,867893,10577
3022953,867933-9640,867933,9640
3022954,867973-16967,867973,16967
3022955,868043-13012,868043,13012
3022956,868093-23437,868093,23437
3022957,868143-22996,868143,22996
3022958,868193-4987,868193,4987
3022959,868243-6308,868243,6308
3022960,868293-9079,868293,9079
3022961,868323-18257,868323,18257
3022962,868343-37596,868343,37596
3022963,868373-6716,868373,6716
3022964,868403-36252,868403,36252
3022965,868453-30980,868453,30980
3022966,868493-25459,868493,25459
3022967,868543-40397,868543,40397
3022968,868603-18459,868603,18459
3022969,868653-12334,868653,12334
3022970,868703-12922,868703,12922
3022971,868753-5320,868753,5320
3022972,868823-4355,868823,4355
3022973,868863-37627,868863,37627
3022974,868893-44299,868893,44299
3022975,868933-15490,868933,15490
3022976,868993-23924,868993,23924
3022977,869043-21954,869043,21954
3022978,869093-6711,869093,6711
3022979,869143-20731,869143,20731
3022980,869203-7784,869203,7784
3022981,869253-6338,869253,6338
3022982,869313-14037,869313,14037
3022983,869353-17810,869353,17810
3022984,869383-3945,869383,3945
3022985,869413-15548,869413,15548
3022986,869443-43729,869443,43729
3022987,869483-44285,869483,44285
3022988,869523-20390,869523,20390
3022989,869573-40887,869573,40887
3022990,869613-4154,869613,4154
3022991,869663-21180,869663,21180
3022992,869713-24299,869713,24299
3022993,869753-42057,869753,42057
3022994,869783-1393,869783,1393
3022995,869813-3002,869813,3002
3022996,869843-15791,869843,15791
3022997,869853-17988,869853,17988
3022998,869903-10523,869903,10523
3022999,869953-33855,869953,33855
3023000,869993-34406,869993,34406
3023001,870103-5194,870103,5194
3023002,870143-12946,870143,12946
3023003,870173-21587,870173,21587
3023004,870203-9594,870203,9594
3023005,870253-14539,870253,14539
3023006,870293-44355,870293,44355
3023007,870293-44455,870293,44455
3023008,870293-44478,870293,44478
3023009,870293-44481,870293,44481
3023010,870293-44502,870293,44502
3023011,870293-44515,870293,44515
3023012,870293-44516,870293,44516
3023013,870293-44544,870293,44544
3023014,870293-44546,870293,44546
3023015,870293-44591,870293,44591
3023016,870293-44615,870293,44615
3023017,870293-44616,870293,44616
3023018,870293-44617,870293,44617
3023019,870293-44627,870293,44627
3023020,870293-44628,870293,44628
3023021,870293-44635,870293,44635
3023022,870293-44637,870293,44637
3023023,870353-11496,870353,11496
3023024,870403-32112,870403,32112
3023025,870433-15208,870433,15208
3023026,870483-29615,870483,29615
3023027,870513-43506,870513,43506
3023028,870543-24123,870543,24123
3023029,870593-7451,870593,7451
3023030,870623-40172,870623,40172
3023031,870623-40177,870623,40177
3023032,870623-40199,870623,40199
3023033,870623-40201,870623,40201
3023034,870623-40279,870623,40279
3023035,870623-41097,870623,41097
3023036,870623-41107,870623,41107
3023037,870643-11621,870643,11621
3023038,870663-3549,870663,3549
3023039,870723-30983,870723,30983
3023040,870773-20282,870773,20282
3023041,870843-20000,870843,20000
3023042,870893-35844,870893,35844
3023043,870933-14216,870933,14216
3023044,870993-27744,870993,27744
3023045,871043-34006,871043,34006
3023046,871083-18856,871083,18856
3023047,871133-17416,871133,17416
3023048,871203-4323,871203,4323
3023049,871243-24910,871243,24910
3023050,871303-13325,871303,13325
3023051,871333-17205,871333,17205
3023052,871373-18240,871373,18240
3023053,871413-11540,871413,11540
3023054,871453-34230,871453,34230
3023055,871523-23599,871523,23599
3023056,871573-8421,871573,8421
3023057,871633-19583,871633,19583
3023058,871673-29086,871673,29086
3023059,871713-14454,871713,14454
3023060,871773-6624,871773,6624
3023061,871783-44322,871783,44322
3023062,871783-44464,871783,44464
3023063,871783-44465,871783,44465
3023064,871783-44467,871783,44467
3023065,871783-44503,871783,44503
3023066,871783-44507,871783,44507
3023067,871783-44517,871783,44517
3023068,871783-44523,871783,44523
3023069,871783-44525,871783,44525
3023070,871783-44535,871783,44535
3023071,871783-44550,871783,44550
3023072,871783-44558,871783,44558
3023073,871783-44566,871783,44566
3023074,871783-44569,871783,44569
3023075,871783-44573,871783,44573
3023076,871783-44574,871783,44574
3023077,871783-44585,871783,44585
3023078,871783-44592,871783,44592
3023079,871783-44595,871783,44595
3023080,871783-44606,871783,44606
3023081,871783-44620,871783,44620
3023082,871783-44622,871783,44622
3023083,871783-44623,871783,44623
3023084,871783-44625,871783,44625
3023085,871783-44632,871783,44632
3023086,871783-46444,871783,46444
3023087,871783-46489,871783,46489
3023088,871783-46491,871783,46491
3023089,871783-46748,871783,46748
3023090,871783-46972,871783,46972
3023091,871783-47128,871783,47128
3023092,871783-47133,871783,47133
3023093,871783-47150,871783,47150
3023094,871783-47153,871783,47153
3023095,871783-47167,871783,47167
3023096,871783-47168,871783,47168
3023097,871783-47171,871783,47171
3023098,871783-47434,871783,47434
3023099,871783-47438,871783,47438
3023100,871783-47441,871783,47441
3023101,871783-47443,871783,47443
3023102,871783-47447,871783,47447
3023103,871783-47449,871783,47449
3023104,871783-47455,871783,47455
3023105,871783-47470,871783,47470
3023106,871783-47472,871783,47472
3023107,871783-47509,871783,47509
3023108,871783-47514,871783,47514
3023109,871783-47516,871783,47516
3023110,871783-47547,871783,47547
3023111,871783-47554,871783,47554
3023112,871783-47561,871783,47561
3023113,871783-47567,871783,47567
3023114,871783-47569,871783,47569
3023115,871803-40127,871803,40127
3023116,871803-41540,871803,41540
3023117,871803-49311,871803,49311
3023118,871853-9098,871853,9098
3023119,871903-1634,871903,1634
3023120,871943-10613,871943,10613
3023121,871973-47069,871973,47069
3023122,872013-44347,872013,44347
3023123,872073-43974,872073,43974
3023124,872133-43722,872133,43722
3023125,872153-30783,872153,30783
3023126,872203-13987,872203,13987
3023127,872243-9677,872243,9677
3023128,872293-18897,872293,18897
3023129,872353-43287,872353,43287
3023130,872413-10625,872413,10625
3023131,872443-16839,872443,16839
3023132,872493-4236,872493,4236
3023133,872533-43130,872533,43130
3023134,872583-3306,872583,3306
3023135,872633-1869,872633,1869
3023136,872683-37027,872683,37027
3023137,872713-37303,872713,37303
3023138,872743-20754,872743,20754
3023139,872763-39336,872763,39336
3023140,872793-37401,872793,37401
3023141,872813-4597,872813,4597
3023142,872883-12258,872883,12258
3023143,872913-3581,872913,3581
3023144,872953-24487,872953,24487
3023145,872973-29424,872973,29424
3023146,872973-29430,872973,29430
3023147,872973-29439,872973,29439
3023148,872993-43551,872993,43551
3023149,873023-30756,873023,30756
3023150,873033-30921,873033,30921
3023151,873053-24676,873053,24676
3023152,873103-6739,873103,6739
3023153,873133-37663,873133,37663
3023154,873183-6582,873183,6582
3023155,873233-18668,873233,18668
3023156,873283-34442,873283,34442
3023157,873323-27196,873323,27196
3023158,873333-30563,873333,30563
3023159,873363-25656,873363,25656
3023160,873433-40019,873433,40019
3023161,873483-38463,873483,38463
3023162,873523-42870,873523,42870
3023163,873573-21506,873573,21506
3023164,873623-37700,873623,37700
3023165,873673-10367,873673,10367
3023166,873713-20882,873713,20882
3023167,873763-37368,873763,37368
3023168,873873-24677,873873,24677
3023169,873893-19475,873893,19475
3023170,873923-7136,873923,7136
3023171,873953-5592,873953,5592
3023172,924923-35420,924923,35420
3023173,924973-2842,924973,2842
3023174,925033-20728,925033,20728
3023175,925063-5828,925063,5828
3023176,925103-5464,925103,5464
3023177,925143-36324,925143,36324
3023178,925183-24894,925183,24894
3023179,925233-9900,925233,9900
3023180,925273-4616,925273,4616
3023181,925303-21867,925303,21867
3023182,925343-26126,925343,26126
3023183,925383-5944,925383,5944
3023184,925423-24182,925423,24182
3023185,925463-16040,925463,16040
3023186,925503-547,925503,547
3023187,925553-35275,925553,35275
3023188,925593-40513,925593,40513
3023189,925633-4378,925633,4378
3023190,925673-8292,925673,8292
3023191,925703-22714,925703,22714
3023192,925753-10942,925753,10942
3023193,925793-9088,925793,9088
3023194,925833-44185,925833,44185
3023195,925863-6471,925863,6471
3023196,925893-26645,925893,26645
3023197,925933-21371,925933,21371
3023198,925993-27948,925993,27948
3023199,926053-6834,926053,6834
3023200,926093-14609,926093,14609
3023201,926123-13908,926123,13908
3023202,926163-44743,926163,44743
3023203,926213-38217,926213,38217
3023204,926243-30650,926243,30650
3023205,926293-43130,926293,43130
3023206,926343-40876,926343,40876
3023207,926383-43653,926383,43653
3023208,926473-37310,926473,37310
3023209,926513-21852,926513,21852
3023210,926563-19359,926563,19359
3023211,926613-44027,926613,44027
3023212,926643-19608,926643,19608
3023213,926683-16937,926683,16937
3023214,926723-40275,926723,40275
3023215,926763-1571,926763,1571
3023216,926793-11441,926793,11441
3023217,926853-28949,926853,28949
3023218,926893-6187,926893,6187
3023219,926933-31186,926933,31186
3023220,926973-43075,926973,43075
3023221,927033-17731,927033,17731
3023222,927083-17739,927083,17739
3023223,927123-16329,927123,16329
3023224,927173-4156,927173,4156
3023225,927213-20380,927213,20380
3023226,927263-21849,927263,21849
3023227,927313-24315,927313,24315
3023228,927373-28218,927373,28218
3023229,927413-12168,927413,12168
3023230,927433-9549,927433,9549
3023231,927483-19554,927483,19554
3023232,927533-44523,927533,44523
3023233,927583-22200,927583,22200
3023234,927603-30999,927603,30999
3023235,927653-7136,927653,7136
3023236,927693-25607,927693,25607
3023237,927723-26605,927723,26605
3023238,927783-18607,927783,18607
3023239,927863-35102,927863,35102
3023240,927923-9271,927923,9271
3023241,927943-36873,927943,36873
3023242,927993-15218,927993,15218
3023243,928053-17279,928053,17279
3023244,928103-20544,928103,20544
3023245,928143-45045,928143,45045
3023246,928183-34712,928183,34712
3023247,928233-23645,928233,23645
3023248,928253-38364,928253,38364
3023249,928303-37026,928303,37026
3023250,928343-5106,928343,5106
3023251,928443-13047,928443,13047
3023252,928483-4222,928483,4222
3023253,928523-31605,928523,31605
3023254,928563-20676,928563,20676
3023255,928593-28077,928593,28077
3023256,928633-42311,928633,42311
3023257,928683-24447,928683,24447
3023258,928743-5078,928743,5078
3023259,928773-5177,928773,5177
3023260,928813-43194,928813,43194
3023261,928863-10875,928863,10875
3023262,928863-16490,928863,16490
3023263,928863-19151,928863,19151
3023264,928863-26458,928863,26458
3023265,928863-41754,928863,41754
3023266,928863-8465,928863,8465
3023267,928903-20199,928903,20199
3023268,928953-13734,928953,13734
3023269,929003-11861,929003,11861
3023270,929043-13660,929043,13660
3023271,929083-20760,929083,20760
3023272,929143-45145,929143,45145
3023273,929173-24114,929173,24114
3023274,929223-41944,929223,41944
3023275,929273-20740,929273,20740
3023276,929323-21566,929323,21566
3023277,929353-14239,929353,14239
3023278,929353-25954,929353,25954
3023279,929353-35261,929353,35261
3023280,929353-5103,929353,5103
3023281,929363-11431,929363,11431
3023282,929383-37010,929383,37010
3023283,929413-19396,929413,19396
3023284,929463-11805,929463,11805
3023285,929503-16073,929503,16073
3023286,929553-18713,929553,18713
3023287,929573-44307,929573,44307
3023288,929623-7531,929623,7531
3023289,929663-31137,929663,31137
3023290,929713-17062,929713,17062
3023291,929763-44132,929763,44132
3023292,929803-34076,929803,34076
3023293,929803-36734,929803,36734
3023294,929833-7702,929833,7702
3023295,929893-25531,929893,25531
3023296,929943-21038,929943,21038
3023297,929973-36999,929973,36999
3023298,930023-24609,930023,24609
3023299,930063-39941,930063,39941
3023300,930113-1429,930113,1429
3023301,930153-2775,930153,2775
3023302,930193-8289,930193,8289
3023303,930233-27976,930233,27976
3023304,930283-21019,930283,21019
3023305,930333-4288,930333,4288
3023306,930383-43251,930383,43251
3023307,930453-1976,930453,1976
3023308,930503-3268,930503,3268
3023309,930543-24617,930543,24617
3023310,930583-9266,930583,9266
3023311,930613-20236,930613,20236
3023312,930643-230,930643,230
3023313,930693-1161,930693,1161
3023314,930733-18087,930733,18087
3023315,930773-23139,930773,23139
3023316,930813-13228,930813,13228
3023317,930843-2813,930843,2813
3023318,930873-2850,930873,2850
3023319,930923-16972,930923,16972
3023320,930963-45203,930963,45203
3023321,930993-20276,930993,20276
3023322,931063-44316,931063,44316
3023323,931113-25607,931113,25607
3023324,931163-14760,931163,14760
3023325,931213-8282,931213,8282
3023326,931253-47158,931253,47158
3023327,931303-3122,931303,3122
3023328,931353-1067,931353,1067
3023329,931373-6674,931373,6674
3023330,931413-9649,931413,9649
3023331,931443-11424,931443,11424
3023332,931493-22822,931493,22822
3023333,931533-2341,931533,2341
3023334,931553-36390,931553,36390
3023335,931603-24046,931603,24046
3023336,931653-4232,931653,4232
3023337,931693-30505,931693,30505
3023338,931743-29861,931743,29861
3023339,931783-21100,931783,21100
3023340,931813-18495,931813,18495
3023341,931853-22850,931853,22850
3023342,931903-23032,931903,23032
3023343,931953-22955,931953,22955
3023344,931993-4802,931993,4802
3023345,932093-13118,932093,13118
3023346,932133-36641,932133,36641
3023347,932153-29029,932153,29029
3023348,932173-15457,932173,15457
3023349,932223-2626,932223,2626
3023350,932263-40977,932263,40977
3023351,932313-35327,932313,35327
3023352,932363-13743,932363,13743
3023353,932403-6674,932403,6674
3023354,932423-3618,932423,3618
3023355,932463-44744,932463,44744
3023356,932503-5747,932503,5747
3023357,932543-15823,932543,15823
3023358,932593-37314,932593,37314
3023359,932643-26729,932643,26729
3023360,932683-40925,932683,40925
3023361,932723-19522,932723,19522
3023362,932773-40101,932773,40101
3023363,932813-10562,932813,10562
3023364,932833-13366,932833,13366
3023365,932873-22463,932873,22463
3023366,932903-16812,932903,16812
3023367,932953-40612,932953,40612
3023368,932983-2410,932983,2410
3023369,933043-23108,933043,23108
3023370,933093-3833,933093,3833
3023371,933143-42642,933143,42642
3023372,933183-894,933183,894
3023373,933243-3425,933243,3425
3023374,933273-99,933273,99
3023375,933323-22726,933323,22726
3023376,933373-27974,933373,27974
3023377,933423-9879,933423,9879
3023378,933453-22517,933453,22517
3023379,933493-42998,933493,42998
3023380,933533-26271,933533,26271
3023381,933583-5760,933583,5760
3023382,933613-40139,933613,40139
3023383,933663-7790,933663,7790
3023384,933713-9094,933713,9094
3023385,933753-48407,933753,48407
3023386,933803-17968,933803,17968
3023387,933813-48414,933813,48414
3023388,933843-33587,933843,33587
3023389,933863-10837,933863,10837
3023390,933913-11154,933913,11154
3023391,933963-3043,933963,3043
3023392,934013-26364,934013,26364
3023393,934033-39818,934033,39818
3023394,934083-10282,934083,10282
3023395,934103-33295,934103,33295
3023396,934133-40618,934133,40618
3023397,934173-25050,934173,25050
3023398,934213-35746,934213,35746
3023399,934233-4237,934233,4237
3023400,934273-22575,934273,22575
3023401,934313-40253,934313,40253
3023402,934343-3028,934343,3028
3023403,934383-42585,934383,42585
3023404,934433-3620,934433,3620
3023405,934493-45200,934493,45200
3023406,934513-37126,934513,37126
3023407,934533-30003,934533,30003
3023408,934573-16049,934573,16049
3023409,934623-13704,934623,13704
3023410,934623-41204,934623,41204
3023411,934623-9438,934623,9438
3023412,934633-8707,934633,8707
3023413,934693-1206,934693,1206
3023414,934743-24617,934743,24617
3023415,934793-4243,934793,4243
3023416,934843-10948,934843,10948
3023417,934913-13106,934913,13106
3023418,934973-27096,934973,27096
3023419,935053-25968,935053,25968
3023420,935073-17102,935073,17102
3023421,935113-24895,935113,24895
3023422,935163-35334,935163,35334
3023423,935213-10123,935213,10123
3023424,935263-6250,935263,6250
3023425,935303-2305,935303,2305
3023426,935343-2383,935343,2383
3023427,935383-25564,935383,25564
3023428,935433-46423,935433,46423
3023429,935493-44516,935493,44516
3023430,935513-4270,935513,4270
3023431,935553-2919,935553,2919
3023432,935583-34200,935583,34200
3023433,935633-4725,935633,4725
3023434,935683-13863,935683,13863
3023435,935733-37390,935733,37390
3023436,935783-10318,935783,10318
3023437,935833-12209,935833,12209
3023438,935883-9549,935883,9549
3023439,935923-21503,935923,21503
3023440,935943-45393,935943,45393
3023441,935983-26980,935983,26980
3023442,936063-17666,936063,17666
3023443,936183-21710,936183,21710
3023444,936233-26165,936233,26165
3023445,936273-9736,936273,9736
3023446,936313-24370,936313,24370
3023447,936343-29470,936343,29470
3023448,936383-24158,936383,24158
3023449,936443-33710,936443,33710
3023450,936493-43044,936493,43044
3023451,936523-18084,936523,18084
3023452,936573-37667,936573,37667
3023453,1013413-22137,1013413,22137
3023454,1013423-29676,1013423,29676
3023455,1013433-43108,1013433,43108
3023456,1013473-22916,1013473,22916
3023457,1013523-27111,1013523,27111
3023458,1013563-35247,1013563,35247
3023459,1013583-14543,1013583,14543
3023460,1013623-13105,1013623,13105
3023461,1013673-43552,1013673,43552
3023462,1013703-25317,1013703,25317
3023463,1013713-4908,1013713,4908
3023464,1013723-15464,1013723,15464
3023465,1013733-3986,1013733,3986
3023466,1013743-36149,1013743,36149
3023467,1013783-11433,1013783,11433
3023468,1013833-19835,1013833,19835
3023469,1013883-22734,1013883,22734
3023470,1013923-21537,1013923,21537
3023471,1013953-17338,1013953,17338
3023472,1014003-9272,1014003,9272
3023473,1014013-22744,1014013,22744
3023474,1014043-17174,1014043,17174
3023475,1014083-43091,1014083,43091
3023476,1014113-20912,1014113,20912
3023477,1014163-25897,1014163,25897
3023478,1014213-31973,1014213,31973
3023479,1014243-39338,1014243,39338
3023480,1014293-17740,1014293,17740
3023481,1014373-13302,1014373,13302
3023482,1014423-5026,1014423,5026
3023483,1014453-13712,1014453,13712
3023484,1014493-19935,1014493,19935
3023485,1014543-17269,1014543,17269
3023486,1014593-15298,1014593,15298
3023487,1014643-22742,1014643,22742
3023488,1014693-10276,1014693,10276
3023489,1014773-10373,1014773,10373
3023490,1014843-41200,1014843,41200
3023491,1014873-20882,1014873,20882
3023492,1014923-3949,1014923,3949
3023493,1014953-8636,1014953,8636
3023494,1014993-3398,1014993,3398
3023495,1015073-771,1015073,771
3023496,1015113-25988,1015113,25988
3023497,1015173-15349,1015173,15349
3023498,1015203-529,1015203,529
3023499,1015233-5681,1015233,5681
3023500,1015283-45309,1015283,45309
3023501,1015373-2663,1015373,2663
3023502,1015423-15200,1015423,15200
3023503,1015453-29593,1015453,29593
3023504,1015493-45202,1015493,45202
3023505,1015523-17912,1015523,17912
3023506,1015573-4627,1015573,4627
3023507,1015613-30613,1015613,30613
3023508,1015643-38319,1015643,38319
3023509,1015673-14635,1015673,14635
3023510,1015693-16809,1015693,16809
3023511,1015703-647,1015703,647
3023512,1015723-40625,1015723,40625
3023513,1015773-18955,1015773,18955
3023514,1015803-17624,1015803,17624
3023515,1015853-16478,1015853,16478
3023516,1015903-33644,1015903,33644
3023517,1015933-34828,1015933,34828
3023518,1015983-13914,1015983,13914
3023519,1016103-27118,1016103,27118
3023520,1016153-38810,1016153,38810
3023521,1016193-9758,1016193,9758
3023522,1016243-44035,1016243,44035
3023523,1016283-25488,1016283,25488
3023524,1016333-4635,1016333,4635
3023525,1016383-19019,1016383,19019
3023526,1016423-26431,1016423,26431
3023527,1016473-45288,1016473,45288
3023528,1016523-21376,1016523,21376
3023529,1016553-16393,1016553,16393
3023530,1016593-1466,1016593,1466
3023531,1016643-9637,1016643,9637
3023532,1016693-21322,1016693,21322
3023533,1016763-7725,1016763,7725
3023534,1016803-44359,1016803,44359
3023535,1016853-9419,1016853,9419
3023536,1016893-21785,1016893,21785
3023537,1016923-46666,1016923,46666
3023538,1016963-867,1016963,867
3023539,1016983-31293,1016983,31293
3023540,1017033-12914,1017033,12914
3023541,1017073-45319,1017073,45319
3023542,1017103-45310,1017103,45310
3023543,1017153-28022,1017153,28022
3023544,1017203-13832,1017203,13832
3023545,1017233-6814,1017233,6814
3023546,1017283-34951,1017283,34951
