vx1ActNum,hteAcctNum,hteCustNum,hteLOCID
3077801,751003-42304,751003,42304
3077802,751023-26050,751023,26050
3077803,751063-3122,751063,3122
3077804,751093-28042,751093,28042
3077805,751153-22246,751153,22246
3077806,751233-25757,751233,25757
3077807,751293-26182,751293,26182
3077808,751403-22468,751403,22468
3077809,751473-943,751473,943
3077810,751543-19290,751543,19290
3077811,751613-34676,751613,34676
3077812,751673-8182,751673,8182
3077813,751733-19408,751733,19408
3077814,751783-464,751783,464
3077815,751853-24720,751853,24720
3077816,751933-16493,751933,16493
3077817,752003-41902,752003,41902
3077818,752023-10523,752023,10523
3077819,752033-37340,752033,37340
3077820,752093-2834,752093,2834
3077821,752173-7865,752173,7865
3077822,752263-27246,752263,27246
3077823,752373-115,752373,115
3077824,752423-14221,752423,14221
3077825,752463-6107,752463,6107
3077826,752503-7020,752503,7020
3077827,752573-17190,752573,17190
3077828,752623-39481,752623,39481
3077829,752673-42161,752673,42161
3077830,752783-24238,752783,24238
3077831,752853-4337,752853,4337
3077832,752903-11391,752903,11391
3077833,752953-17331,752953,17331
3077834,753043-37363,753043,37363
3077835,753083-38013,753083,38013
3077836,753113-4167,753113,4167
3077837,753123-9082,753123,9082
3077838,753193-40008,753193,40008
3077839,753243-22205,753243,22205
3077840,753283-14635,753283,14635
3077841,753313-38787,753313,38787
3077842,753333-14069,753333,14069
3077843,753393-26952,753393,26952
3077844,753423-12293,753423,12293
3077845,753473-18084,753473,18084
3077846,753503-20240,753503,20240
3077847,753553-42013,753553,42013
3077848,753593-10212,753593,10212
3077849,753663-19957,753663,19957
3077850,753803-26632,753803,26632
3077851,753873-42036,753873,42036
3077852,753953-20319,753953,20319
3077853,754003-24790,754003,24790
3077854,754013-5032,754013,5032
3077855,754063-21628,754063,21628
3077856,754123-37204,754123,37204
3077857,754143-2617,754143,2617
3077858,754203-23255,754203,23255
3077859,754263-17962,754263,17962
3077860,754313-8062,754313,8062
3077861,754333-41921,754333,41921
3077862,754383-16820,754383,16820
3077863,754443-9656,754443,9656
3077864,754493-9289,754493,9289
3077865,754553-4288,754553,4288
3077866,754563-41772,754563,41772
3077867,754563-42557,754563,42557
3077868,754583-36204,754583,36204
3077869,754643-219,754643,219
3077870,754703-22718,754703,22718
3077871,754773-23951,754773,23951
3077872,754843-16250,754843,16250
3077873,754863-15213,754863,15213
3077874,754863-20109,754863,20109
3077875,754863-26470,754863,26470
3077876,754863-3992,754863,3992
3077877,754943-1418,754943,1418
3077878,754993-32982,754993,32982
3077879,755123-9712,755123,9712
3077880,755183-20920,755183,20920
3077881,755283-27341,755283,27341
3077882,755433-9645,755433,9645
3077883,755473-40674,755473,40674
3077884,755563-10461,755563,10461
3077885,755573-42263,755573,42263
3077886,755593-13723,755593,13723
3077887,755703-19642,755703,19642
3077888,755753-13306,755753,13306
3077889,755823-4141,755823,4141
3077890,755903-4850,755903,4850
3077891,755973-30602,755973,30602
3077892,756013-26674,756013,26674
3077893,756053-11960,756053,11960
3077894,756103-21897,756103,21897
3077895,756173-38882,756173,38882
3077896,756233-18010,756233,18010
3077897,756303-17505,756303,17505
3077898,756423-30991,756423,30991
3077899,756473-7672,756473,7672
3077900,756523-26154,756523,26154
3077901,756573-7250,756573,7250
3077902,756613-47379,756613,47379
3077903,756653-42306,756653,42306
3077904,756743-46671,756743,46671
3077905,756813-6383,756813,6383
3077906,756853-11981,756853,11981
3077907,756913-23648,756913,23648
3077908,756983-26726,756983,26726
3077909,757083-20889,757083,20889
3077910,757173-37349,757173,37349
3077911,757233-23673,757233,23673
3077912,757303-18864,757303,18864
3077913,757373-41005,757373,41005
3077914,757423-17516,757423,17516
3077915,757523-15125,757523,15125
3077916,757573-6599,757573,6599
3077917,757633-13048,757633,13048
3077918,757653-2956,757653,2956
3077919,757683-41139,757683,41139
3077920,757723-19707,757723,19707
3077921,757793-26404,757793,26404
3077922,757863-9935,757863,9935
3077923,757943-11665,757943,11665
3077924,757973-24791,757973,24791
3077925,758063-11354,758063,11354
3077926,758123-4167,758123,4167
3077927,758183-17131,758183,17131
3077928,758233-42157,758233,42157
3077929,758303-4001,758303,4001
3077930,758413-37305,758413,37305
3077931,802293-13022,802293,13022
3077932,802343-7225,802343,7225
3077933,802463-20423,802463,20423
3077934,802513-37777,802513,37777
3077935,802573-43182,802573,43182
3077936,802643-3954,802643,3954
3077937,802693-24841,802693,24841
3077938,802763-19473,802763,19473
3077939,802803-10896,802803,10896
3077940,802833-9208,802833,9208
3077941,802873-40233,802873,40233
3077942,802933-43098,802933,43098
3077943,802983-35260,802983,35260
3077944,803083-19029,803083,19029
3077945,803143-26460,803143,26460
3077946,803183-10122,803183,10122
3077947,803263-13945,803263,13945
3077948,803303-17555,803303,17555
3077949,803303-26510,803303,26510
3077950,803303-32204,803303,32204
3077951,803303-6325,803303,6325
3077952,803343-23747,803343,23747
3077953,803493-3817,803493,3817
3077954,803553-42038,803553,42038
3077955,803623-18227,803623,18227
3077956,803693-43020,803693,43020
3077957,803743-23670,803743,23670
3077958,803773-18151,803773,18151
3077959,803813-15155,803813,15155
3077960,803863-6282,803863,6282
3077961,803923-41480,803923,41480
3077962,803973-26787,803973,26787
3077963,804033-26218,804033,26218
3077964,804083-25751,804083,25751
3077965,804163-37096,804163,37096
3077966,804183-2504,804183,2504
3077967,804263-38795,804263,38795
3077968,804323-7450,804323,7450
3077969,804393-16913,804393,16913
3077970,804443-4233,804443,4233
3077971,804503-30003,804503,30003
3077972,804533-24835,804533,24835
3077973,804583-14550,804583,14550
3077974,804643-38810,804643,38810
3077975,804713-1752,804713,1752
3077976,804783-23289,804783,23289
3077977,804813-22460,804813,22460
3077978,804863-14228,804863,14228
3077979,804933-10103,804933,10103
3077980,804983-21173,804983,21173
3077981,805043-30336,805043,30336
3077982,805043-30338,805043,30338
3077983,805053-43816,805053,43816
3077984,805073-15513,805073,15513
3077985,805073-18683,805073,18683
3077986,805123-42906,805123,42906
3077987,805183-26607,805183,26607
3077988,805233-17752,805233,17752
3077989,805303-26202,805303,26202
3077990,805363-6705,805363,6705
3077991,805373-8044,805373,8044
3077992,805423-24091,805423,24091
3077993,805463-43091,805463,43091
3077994,805523-16976,805523,16976
3077995,805613-21009,805613,21009
3077996,805663-42980,805663,42980
3077997,805723-26076,805723,26076
3077998,805833-861,805833,861
3077999,805883-39415,805883,39415
3078000,805933-11142,805933,11142
3078001,806043-31685,806043,31685
3078002,806063-28505,806063,28505
3078003,806083-7995,806083,7995
3078004,806123-16854,806123,16854
3078005,806153-39783,806153,39783
3078006,806193-2844,806193,2844
3078007,806243-2442,806243,2442
3078008,806323-33653,806323,33653
3078009,806363-19575,806363,19575
3078010,806373-25959,806373,25959
3078011,806413-26931,806413,26931
3078012,806463-19568,806463,19568
3078013,806493-13017,806493,13017
3078014,806493-14653,806493,14653
3078015,806493-21204,806493,21204
3078016,806493-26330,806493,26330
3078017,806493-2903,806493,2903
3078018,806503-13143,806503,13143
3078019,806543-21030,806543,21030
3078020,806593-13620,806593,13620
3078021,806643-43185,806643,43185
3078022,806683-34239,806683,34239
3078023,806733-43279,806733,43279
3078024,806783-43529,806783,43529
3078025,806863-5815,806863,5815
3078026,806903-15763,806903,15763
3078027,806923-26398,806923,26398
3078028,806973-43160,806973,43160
3078029,807053-23778,807053,23778
3078030,807083-26238,807083,26238
3078031,807133-34352,807133,34352
3078032,807203-43080,807203,43080
3078033,807263-8358,807263,8358
3078034,807333-10508,807333,10508
3078035,807413-24096,807413,24096
3078036,807453-4241,807453,4241
3078037,807493-36972,807493,36972
3078038,807533-35849,807533,35849
3078039,807573-16275,807573,16275
3078040,807623-30862,807623,30862
3078041,807663-43817,807663,43817
3078042,807713-39795,807713,39795
3078043,807763-20122,807763,20122
3078044,807833-15349,807833,15349
3078045,807883-1265,807883,1265
3078046,807943-17494,807943,17494
3078047,807993-25305,807993,25305
3078048,808093-34152,808093,34152
3078049,808133-13141,808133,13141
3078050,808173-6417,808173,6417
3078051,808223-25746,808223,25746
3078052,808273-12597,808273,12597
3078053,808343-42059,808343,42059
3078054,808453-37007,808453,37007
3078055,808493-13345,808493,13345
3078056,808543-16368,808543,16368
3078057,808593-34535,808593,34535
3078058,808643-9883,808643,9883
3078059,808703-25382,808703,25382
3078060,808743-26243,808743,26243
3078061,808863-18034,808863,18034
3078062,808903-21395,808903,21395
3078063,808953-25040,808953,25040
3078064,809013-15836,809013,15836
3078065,809073-24117,809073,24117
3078066,809103-25816,809103,25816
3078067,809153-15836,809153,15836
3078068,809213-44431,809213,44431
3078069,809263-4438,809263,4438
3078070,809303-11058,809303,11058
3078071,809353-25789,809353,25789
3078072,809433-21345,809433,21345
3078073,809493-24570,809493,24570
3078074,809543-25807,809543,25807
3078075,809603-743,809603,743
3078076,809673-6761,809673,6761
3078077,809703-21944,809703,21944
3078078,809783-8791,809783,8791
3078079,809823-24348,809823,24348
3078080,809853-6195,809853,6195
3078081,809913-14386,809913,14386
3078082,809993-26502,809993,26502
3078083,810093-36898,810093,36898
3078084,810123-40547,810123,40547
3078085,810163-39679,810163,39679
3078086,810173-37523,810173,37523
3078087,810223-28336,810223,28336
3078088,810263-47737,810263,47737
3078089,810323-22703,810323,22703
3078090,810383-18053,810383,18053
3078091,810423-4738,810423,4738
3078092,810483-13702,810483,13702
3078093,810543-25089,810543,25089
3078094,810603-19908,810603,19908
3078095,810653-47022,810653,47022
3078096,810693-20952,810693,20952
3078097,810743-22024,810743,22024
3078098,810823-24031,810823,24031
3078099,810853-9638,810853,9638
3078100,810893-23639,810893,23639
3078101,810933-15667,810933,15667
3078102,810983-16940,810983,16940
3078103,811083-4722,811083,4722
3078104,811143-39715,811143,39715
3078105,811183-15812,811183,15812
3078106,811243-11075,811243,11075
3078107,811293-22190,811293,22190
3078108,811343-11683,811343,11683
3078109,811343-6769,811343,6769
3078110,811393-33439,811393,33439
3078111,811443-18507,811443,18507
3078112,811473-20249,811473,20249
3078113,811513-43196,811513,43196
3078114,811563-1764,811563,1764
3078115,811623-17428,811623,17428
3078116,811703-31685,811703,31685
3078117,811753-25184,811753,25184
3078118,811823-6492,811823,6492
3078119,811893-6195,811893,6195
3078120,811933-17027,811933,17027
3078121,811973-21791,811973,21791
3078122,812053-15294,812053,15294
3078123,812103-37108,812103,37108
3078124,812163-4293,812163,4293
3078125,812233-27953,812233,27953
3078126,812313-35784,812313,35784
3078127,812343-41854,812343,41854
3078128,812403-8400,812403,8400
3078129,812473-8372,812473,8372
3078130,812553-30917,812553,30917
3078131,812593-22363,812593,22363
3078132,812623-27077,812623,27077
3078133,812673-23551,812673,23551
3078134,812723-7287,812723,7287
3078135,812803-17279,812803,17279
3078136,812833-337,812833,337
3078137,812893-8707,812893,8707
3078138,812963-4207,812963,4207
3078139,813013-21052,813013,21052
3078140,813043-39479,813043,39479
3078141,813083-22814,813083,22814
3078142,813133-25765,813133,25765
3078143,813193-13890,813193,13890
3078144,813253-22843,813253,22843
3078145,813303-38799,813303,38799
3078146,813383-39642,813383,39642
3078147,813403-13951,813403,13951
3078148,813503-7905,813503,7905
3078149,813553-20168,813553,20168
3078150,813563-31261,813563,31261
3078151,813563-31262,813563,31262
3078152,813563-3311,813563,3311
3078153,813583-42459,813583,42459
3078154,813583-42474,813583,42474
3078155,813583-42506,813583,42506
3078156,813593-39943,813593,39943
3078157,813673-12374,813673,12374
3078158,813733-17321,813733,17321
3078159,813773-40257,813773,40257
3078160,813803-24143,813803,24143
3078161,813853-42731,813853,42731
3078162,813923-16671,813923,16671
3078163,813963-43043,813963,43043
3078164,814023-18850,814023,18850
3078165,814043-43025,814043,43025
3078166,814093-21194,814093,21194
3078167,814113-14134,814113,14134
3078168,814153-18229,814153,18229
3078169,814203-26755,814203,26755
3078170,814263-42982,814263,42982
3078171,814293-43186,814293,43186
3078172,814353-42855,814353,42855
3078173,814413-8235,814413,8235
3078174,814443-31438,814443,31438
3078175,814483-17496,814483,17496
3078176,814553-43018,814553,43018
3078177,814623-31820,814623,31820
3078178,814673-5658,814673,5658
3078179,814743-13381,814743,13381
3078180,814843-38730,814843,38730
3078181,814923-27361,814923,27361
3078182,814983-39366,814983,39366
3078183,815073-7751,815073,7751
3078184,815143-42032,815143,42032
3078185,815183-14561,815183,14561
3078186,815223-28066,815223,28066
3078187,815273-43580,815273,43580
3078188,815313-1983,815313,1983
3078189,815353-34238,815353,34238
3078190,815433-4329,815433,4329
3078191,815493-2445,815493,2445
3078192,815543-16888,815543,16888
3078193,815593-31644,815593,31644
3078194,815643-42516,815643,42516
3078195,815683-43301,815683,43301
3078196,815743-7129,815743,7129
3078197,815823-16001,815823,16001
3078198,815853-42029,815853,42029
3078199,815923-41777,815923,41777
3078200,815973-16863,815973,16863
3078201,815993-42589,815993,42589
3078202,816053-26921,816053,26921
3078203,816083-9151,816083,9151
3078204,816123-36179,816123,36179
3078205,816173-2105,816173,2105
3078206,816223-2354,816223,2354
3078207,816273-25745,816273,25745
3078208,816333-3095,816333,3095
3078209,816393-9600,816393,9600
3078210,816433-13655,816433,13655
3078211,816493-43065,816493,43065
3078212,816563-24169,816563,24169
3078213,894923-21583,894923,21583
3078214,894953-12206,894953,12206
3078215,894983-10386,894983,10386
3078216,895013-10307,895013,10307
3078217,895043-16695,895043,16695
3078218,895093-28477,895093,28477
3078219,895123-48399,895123,48399
3078220,895163-17191,895163,17191
3078221,895203-8619,895203,8619
3078222,895233-15413,895233,15413
3078223,895273-17579,895273,17579
3078224,895313-40362,895313,40362
3078225,895363-19025,895363,19025
3078226,895423-25253,895423,25253
3078227,895443-25965,895443,25965
3078228,895503-38487,895503,38487
3078229,895543-10485,895543,10485
3078230,895563-19382,895563,19382
3078231,895613-14340,895613,14340
3078232,895623-20930,895623,20930
3078233,895653-19838,895653,19838
3078234,895683-49175,895683,49175
3078235,895723-41061,895723,41061
3078236,895773-5938,895773,5938
3078237,895873-42953,895873,42953
3078238,895923-8354,895923,8354
3078239,895973-43979,895973,43979
3078240,896003-9535,896003,9535
3078241,896023-19306,896023,19306
3078242,896073-25882,896073,25882
3078243,896123-19973,896123,19973
3078244,896173-41078,896173,41078
3078245,896213-4066,896213,4066
3078246,896233-51221,896233,51221
3078247,896283-17563,896283,17563
3078248,896333-159,896333,159
3078249,896373-15907,896373,15907
3078250,896433-25397,896433,25397
3078251,896463-13576,896463,13576
3078252,896513-43250,896513,43250
3078253,896553-39268,896553,39268
3078254,896603-10862,896603,10862
3078255,896653-6025,896653,6025
3078256,896703-14298,896703,14298
3078257,896723-36475,896723,36475
3078258,896773-20514,896773,20514
3078259,896813-22050,896813,22050
3078260,896843-47654,896843,47654
3078261,896873-25072,896873,25072
3078262,896913-19121,896913,19121
3078263,896953-51568,896953,51568
3078264,896983-44767,896983,44767
3078265,896983-44772,896983,44772
3078266,896983-44872,896983,44872
3078267,896983-44894,896983,44894
3078268,897043-27082,897043,27082
3078269,897073-43967,897073,43967
3078270,897123-38217,897123,38217
3078271,897153-5303,897153,5303
3078272,897183-7661,897183,7661
3078273,897233-39402,897233,39402
3078274,897283-36406,897283,36406
3078275,897313-13248,897313,13248
3078276,897353-20093,897353,20093
3078277,897383-22866,897383,22866
3078278,897433-36578,897433,36578
3078279,897463-13710,897463,13710
3078280,897523-37385,897523,37385
3078281,897553-44080,897553,44080
3078282,897603-27360,897603,27360
3078283,897653-28434,897653,28434
3078284,897703-39684,897703,39684
3078285,897753-10425,897753,10425
3078286,897793-26744,897793,26744
3078287,897883-5199,897883,5199
3078288,897913-26699,897913,26699
3078289,897963-39124,897963,39124
3078290,898023-26508,898023,26508
3078291,898053-48794,898053,48794
3078292,898093-2749,898093,2749
3078293,898143-6820,898143,6820
3078294,898183-21785,898183,21785
3078295,898213-9663,898213,9663
3078296,898263-6191,898263,6191
3078297,898313-36440,898313,36440
3078298,898353-22704,898353,22704
3078299,898403-14098,898403,14098
3078300,898413-9677,898413,9677
3078301,898423-41145,898423,41145
3078302,898443-43517,898443,43517
3078303,898503-22971,898503,22971
3078304,898543-29871,898543,29871
3078305,898593-11679,898593,11679
3078306,898623-36775,898623,36775
3078307,898673-32214,898673,32214
3078308,898723-10539,898723,10539
3078309,898773-5959,898773,5959
3078310,898823-11498,898823,11498
3078311,898863-1188,898863,1188
3078312,898903-8101,898903,8101
3078313,898953-20403,898953,20403
3078314,898993-10952,898993,10952
3078315,899093-17685,899093,17685
3078316,899123-19051,899123,19051
3078317,899163-2488,899163,2488
3078318,899193-29742,899193,29742
3078319,899243-30970,899243,30970
3078320,899263-45080,899263,45080
3078321,899293-6489,899293,6489
3078322,899323-24570,899323,24570
3078323,899363-35125,899363,35125
3078324,899413-16340,899413,16340
3078325,899433-18269,899433,18269
3078326,899453-45115,899453,45115
3078327,899473-21425,899473,21425
3078328,899523-44061,899523,44061
3078329,899583-15284,899583,15284
3078330,899613-9489,899613,9489
3078331,899623-29464,899623,29464
3078332,899623-29468,899623,29468
3078333,899623-29469,899623,29469
3078334,899643-39449,899643,39449
3078335,899673-30694,899673,30694
3078336,899713-44623,899713,44623
3078337,899753-23213,899753,23213
3078338,899803-24921,899803,24921
3078339,899983-45246,899983,45246
3078340,900033-13178,900033,13178
3078341,900083-11454,900083,11454
3078342,900133-19355,900133,19355
3078343,900153-39488,900153,39488
3078344,900203-24112,900203,24112
3078345,900243-7471,900243,7471
3078346,900273-3704,900273,3704
3078347,900313-28945,900313,28945
3078348,900343-43342,900343,43342
3078349,900393-34174,900393,34174
3078350,900453-23458,900453,23458
3078351,900503-6773,900503,6773
3078352,900553-34210,900553,34210
3078353,900603-13668,900603,13668
3078354,900653-33295,900653,33295
3078355,900693-7426,900693,7426
3078356,900743-21219,900743,21219
3078357,900783-14084,900783,14084
3078358,900803-30997,900803,30997
3078359,900813-2328,900813,2328
3078360,900843-21062,900843,21062
3078361,900873-17120,900873,17120
3078362,900913-10527,900913,10527
3078363,900953-24775,900953,24775
3078364,900983-18865,900983,18865
3078365,901043-22854,901043,22854
3078366,901053-30679,901053,30679
3078367,901073-4540,901073,4540
3078368,901103-7728,901103,7728
3078369,901133-13127,901133,13127
3078370,901183-10873,901183,10873
3078371,901223-420,901223,420
3078372,901273-15736,901273,15736
3078373,901303-28802,901303,28802
3078374,901323-8427,901323,8427
3078375,901363-2969,901363,2969
3078376,901413-29115,901413,29115
3078377,901443-34224,901443,34224
3078378,901483-27213,901483,27213
3078379,901533-14987,901533,14987
3078380,901583-19958,901583,19958
3078381,901613-25866,901613,25866
3078382,901653-16925,901653,16925
3078383,901693-24069,901693,24069
3078384,901743-36100,901743,36100
3078385,901783-11441,901783,11441
3078386,901853-19438,901853,19438
3078387,901903-2746,901903,2746
3078388,901953-5279,901953,5279
3078389,901993-434,901993,434
3078390,902073-17521,902073,17521
3078391,902123-11698,902123,11698
3078392,902143-26243,902143,26243
3078393,902183-15722,902183,15722
3078394,902213-39965,902213,39965
3078395,902253-9539,902253,9539
3078396,902293-5788,902293,5788
3078397,902333-25772,902333,25772
3078398,902373-30136,902373,30136
3078399,902403-41213,902403,41213
3078400,902413-36628,902413,36628
3078401,902423-163,902423,163
3078402,902423-172,902423,172
3078403,902423-30451,902423,30451
3078404,902423-30456,902423,30456
3078405,902423-30579,902423,30579
3078406,902423-33563,902423,33563
3078407,902443-19682,902443,19682
3078408,902483-7468,902483,7468
3078409,902523-6084,902523,6084
3078410,902553-10416,902553,10416
3078411,902603-25750,902603,25750
3078412,902643-44328,902643,44328
3078413,902683-19876,902683,19876
3078414,902733-6573,902733,6573
3078415,902763-26787,902763,26787
3078416,902813-26420,902813,26420
3078417,902843-14322,902843,14322
3078418,902893-1067,902893,1067
3078419,902923-9743,902923,9743
3078420,902973-25010,902973,25010
3078421,903013-11604,903013,11604
3078422,903053-1292,903053,1292
3078423,903093-9734,903093,9734
3078424,903133-27219,903133,27219
3078425,903183-36337,903183,36337
3078426,903213-37023,903213,37023
3078427,903263-1157,903263,1157
3078428,903313-6249,903313,6249
3078429,903343-45141,903343,45141
3078430,903383-26172,903383,26172
3078431,903443-13863,903443,13863
3078432,903483-7266,903483,7266
3078433,903523-8081,903523,8081
3078434,903563-1087,903563,1087
3078435,903613-23683,903613,23683
3078436,903663-44513,903663,44513
3078437,903703-35055,903703,35055
3078438,903733-29109,903733,29109
3078439,903783-44142,903783,44142
3078440,903823-25495,903823,25495
3078441,903873-21637,903873,21637
3078442,903923-620,903923,620
3078443,903983-6433,903983,6433
3078444,904053-23106,904053,23106
3078445,904053-5343,904053,5343
3078446,904063-15979,904063,15979
3078447,904093-28866,904093,28866
3078448,904123-13576,904123,13576
3078449,904153-27135,904153,27135
3078450,904203-14305,904203,14305
3078451,904243-13480,904243,13480
3078452,904293-10402,904293,10402
3078453,904323-2258,904323,2258
3078454,904353-25084,904353,25084
3078455,904393-36453,904393,36453
3078456,904413-19717,904413,19717
3078457,904453-11404,904453,11404
3078458,904503-6482,904503,6482
3078459,904533-25397,904533,25397
3078460,904563-42653,904563,42653
3078461,904613-2491,904613,2491
3078462,904653-3507,904653,3507
3078463,904703-15148,904703,15148
3078464,904753-17231,904753,17231
3078465,904793-7910,904793,7910
3078466,904893-19819,904893,19819
3078467,904933-2819,904933,2819
3078468,904983-16009,904983,16009
3078469,905053-2770,905053,2770
3078470,905093-18894,905093,18894
3078471,905143-36270,905143,36270
3078472,905193-3088,905193,3088
3078473,905243-7629,905243,7629
3078474,905293-25415,905293,25415
3078475,905323-25395,905323,25395
3078476,905373-17398,905373,17398
3078477,905413-19807,905413,19807
3078478,905443-13207,905443,13207
3078479,905473-10978,905473,10978
3078480,905473-23028,905473,23028
3078481,905473-2401,905473,2401
3078482,905473-9555,905473,9555
3078483,905493-18850,905493,18850
3078484,905553-12396,905553,12396
3078485,905573-21595,905573,21595
3078486,905603-19743,905603,19743
3078487,905643-29116,905643,29116
3078488,905693-23192,905693,23192
3078489,905743-7918,905743,7918
3078490,905783-45037,905783,45037
3078491,905863-37351,905863,37351
3078492,905913-15799,905913,15799
3078493,905963-21232,905963,21232
3078494,906013-19138,906013,19138
3078495,906043-22323,906043,22323
3078496,913743-40656,913743,40656
3078497,913783-11414,913783,11414
3078498,913823-25281,913823,25281
3078499,913853-10423,913853,10423
3078500,913893-25753,913893,25753
3078501,913943-12489,913943,12489
3078502,913973-2945,913973,2945
3078503,914013-42298,914013,42298
3078504,914033-3903,914033,3903
3078505,914103-7473,914103,7473
3078506,914153-22729,914153,22729
3078507,914193-28256,914193,28256
3078508,914233-28434,914233,28434
3078509,914283-10368,914283,10368
3078510,914323-11928,914323,11928
3078511,914353-14098,914353,14098
3078512,914543-3315,914543,3315
3078513,914573-17490,914573,17490
3078514,914613-5288,914613,5288
3078515,914633-8185,914633,8185
3078516,914663-41233,914663,41233
3078517,914693-24323,914693,24323
3078518,914733-12946,914733,12946
3078519,914783-43355,914783,43355
3078520,914853-17557,914853,17557
3078521,914903-35775,914903,35775
3078522,914953-37342,914953,37342
3078523,914993-41003,914993,41003
3078524,915053-25840,915053,25840
3078525,915103-17737,915103,17737
3078526,915153-4063,915153,4063
3078527,915203-40612,915203,40612
3078528,915253-19575,915253,19575
3078529,915293-18147,915293,18147
3078530,915333-19025,915333,19025
3078531,915383-14228,915383,14228
3078532,915443-10474,915443,10474
3078533,915503-26535,915503,26535
3078534,915553-32522,915553,32522
3078535,915603-29128,915603,29128
3078536,915653-44169,915653,44169
3078537,915703-13077,915703,13077
3078538,915743-16768,915743,16768
3078539,915763-6496,915763,6496
3078540,915803-7855,915803,7855
3078541,915813-17073,915813,17073
3078542,915823-26787,915823,26787
3078543,915853-23596,915853,23596
3078544,915893-31051,915893,31051
3078545,915913-17435,915913,17435
3078546,915953-37468,915953,37468
3078547,915993-16859,915993,16859
3078548,916063-22467,916063,22467
3078549,916063-9144,916063,9144
3078550,916063-9919,916063,9919
3078551,916073-37283,916073,37283
3078552,916103-17396,916103,17396
3078553,916123-43292,916123,43292
3078554,916153-26506,916153,26506
3078555,916183-36182,916183,36182
3078556,916223-18861,916223,18861
3078557,916273-26748,916273,26748
3078558,916323-16981,916323,16981
3078559,916363-2476,916363,2476
3078560,916383-39828,916383,39828
3078561,916443-21304,916443,21304
3078562,916483-34638,916483,34638
3078563,916513-24919,916513,24919
3078564,916543-47106,916543,47106
3078565,916583-30007,916583,30007
3078566,916633-18611,916633,18611
3078567,916683-15612,916683,15612
3078568,916713-9843,916713,9843
3078569,916763-20026,916763,20026
3078570,916823-7724,916823,7724
3078571,916843-1810,916843,1810
3078572,916883-21658,916883,21658
3078573,916923-19990,916923,19990
3078574,916973-3872,916973,3872
3078575,916993-5572,916993,5572
3078576,917063-20836,917063,20836
3078577,917093-26506,917093,26506
3078578,917143-9401,917143,9401
3078579,917183-21373,917183,21373
3078580,917233-25379,917233,25379
3078581,917253-19811,917253,19811
3078582,917293-40877,917293,40877
3078583,917343-13000,917343,13000
3078584,917383-36280,917383,36280
3078585,917443-13808,917443,13808
3078586,917463-23656,917463,23656
3078587,917513-8207,917513,8207
3078588,917533-39371,917533,39371
3078589,917583-5105,917583,5105
3078590,917633-12162,917633,12162
3078591,917683-12984,917683,12984
3078592,917723-21127,917723,21127
3078593,917763-17401,917763,17401
3078594,917803-34638,917803,34638
3078595,917803-38021,917803,38021
3078596,917803-40773,917803,40773
3078597,917823-22631,917823,22631
3078598,917843-20731,917843,20731
3078599,917883-9527,917883,9527
3078600,917923-9482,917923,9482
3078601,917973-34638,917973,34638
3078602,917973-39338,917973,39338
3078603,917973-40275,917973,40275
3078604,917973-43861,917973,43861
3078605,917973-49335,917973,49335
3078606,917973-49337,917973,49337
3078607,917983-6329,917983,6329
3078608,918053-21223,918053,21223
3078609,918103-21906,918103,21906
3078610,918133-15063,918133,15063
3078611,918183-23294,918183,23294
3078612,918233-23884,918233,23884
3078613,918283-38811,918283,38811
3078614,918323-36642,918323,36642
3078615,918363-3648,918363,3648
3078616,918393-26396,918393,26396
3078617,918453-26264,918453,26264
3078618,918503-14713,918503,14713
3078619,918523-18962,918523,18962
3078620,918563-37115,918563,37115
3078621,918593-43532,918593,43532
3078622,918643-5070,918643,5070
3078623,918683-4046,918683,4046
3078624,918733-43506,918733,43506
3078625,918773-1320,918773,1320
3078626,918833-21086,918833,21086
3078627,918843-7077,918843,7077
3078628,918873-4304,918873,4304
3078629,918913-26716,918913,26716
3078630,918943-18897,918943,18897
3078631,918983-34480,918983,34480
3078632,919023-7734,919023,7734
3078633,919073-45201,919073,45201
3078634,919093-1940,919093,1940
3078635,919143-24165,919143,24165
3078636,919183-23106,919183,23106
3078637,919223-13227,919223,13227
3078638,919263-40964,919263,40964
3078639,919303-15275,919303,15275
3078640,919343-10429,919343,10429
3078641,919373-33334,919373,33334
3078642,919433-43141,919433,43141
3078643,919463-22813,919463,22813
3078644,919503-4314,919503,4314
3078645,919513-43532,919513,43532
3078646,919553-42280,919553,42280
3078647,919603-44328,919603,44328
3078648,919643-12392,919643,12392
3078649,919683-3454,919683,3454
3078650,919733-25700,919733,25700
3078651,919773-34397,919773,34397
3078652,919823-4658,919823,4658
3078653,919823-8698,919823,8698
3078654,919843-11011,919843,11011
3078655,919863-43508,919863,43508
3078656,919903-37020,919903,37020
3078657,919933-12901,919933,12901
3078658,919983-30785,919983,30785
3078659,920043-45195,920043,45195
3078660,920083-30084,920083,30084
3078661,920133-21346,920133,21346
3078662,920183-711,920183,711
3078663,920233-45190,920233,45190
3078664,920283-21112,920283,21112
3078665,920323-3230,920323,3230
3078666,920353-26391,920353,26391
3078667,920373-26508,920373,26508
3078668,920403-45044,920403,45044
3078669,920413-26329,920413,26329
3078670,920423-30332,920423,30332
3078671,920423-30335,920423,30335
3078672,920473-9969,920473,9969
3078673,920513-18485,920513,18485
3078674,920563-38196,920563,38196
